candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
208,false,-1,11.30,113,9023,5083,0,14,7,9,1,cell-a-001|cell-b-001|cell-e-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,21114,16,1517393,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[red-myco-001]"
209,false,-1,13.90,139,9282,4751,0,14,6,10,1,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,16241,16,1463304,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-k-001]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[cell-a-001]|[cell-k-001]|[red-myco-001]"
210,false,-1,18.00,180,15018,9412,0,16,13,3,0,cell-a-001|cell-i-001|cell-l-001,76039,16,1858430,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
211,false,-1,13.30,133,9808,5554,0,14,7,9,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-h-001|cell-i-001|cell-l-001|red-myco-001,25888,16,1437171,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-h-001,cell-i-001,cell-l-001,red-myco-001;missingResources=A,C;strong=[cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-c-001]|[red-myco-001];weak=[cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-c-001]|[red-myco-001]"
212,false,-1,17.20,172,13715,8204,0,16,12,4,0,cell-a-001|cell-d-001|cell-i-001|cell-l-001,61258,16,1724036,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
213,false,-1,13.20,132,8189,4085,0,14,4,12,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-001|red-myco-002,8265,16,1414962,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,C,E;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001,cell-h-001]|[cell-c-001]|[cell-e-001]|[red-myco-001]|[red-myco-002];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001]|[cell-a-001,cell-h-001]|[cell-c-001]|[cell-e-001]|[red-myco-001]|[red-myco-002]"
214,false,-1,15.10,151,12362,7731,0,15,11,5,0,cell-a-001|cell-d-001|cell-f-001|cell-i-001|cell-l-001,53518,16,1568771,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-f-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-f-001]"
215,false,-1,14.70,147,10656,6499,0,14,8,8,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001|cell-l-001|red-myco-001,36915,16,1560778,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-l-001,red-myco-001;missingResources=C;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[cell-f-002]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[cell-f-002]|[red-myco-001]"
216,false,-1,11.80,118,5826,2969,0,14,3,13,6,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,-6047,16,1462947,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,B,C,E,G,H;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-k-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-k-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
217,false,-1,13.00,130,8715,4654,0,14,6,10,3,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-001,14180,16,1361669,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-001;missingResources=A,C,H;strong=[cell-b-001,cell-e-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[red-myco-001];weak=[cell-b-001,cell-e-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-c-001]|[cell-h-001]|[red-myco-001]"
218,false,-1,14.20,142,10211,5599,0,14,7,9,2,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-002|cell-i-001|cell-k-002|cell-l-001|red-myco-001,26108,16,1513730,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001;missingResources=C,I;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-k-002,cell-l-001]|[cell-c-001]|[cell-i-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-d-001,cell-f-001,cell-f-002,cell-k-002,cell-l-001]|[cell-c-001]|[cell-i-001]|[red-myco-001]"
219,false,-1,12.00,120,6673,2969,0,14,3,13,5,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,-6051,16,1427252,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,C,E,G,H;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-b-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
220,false,-1,15.80,158,10394,5861,0,16,8,8,0,cell-a-001|cell-b-001|cell-d-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001,31485,16,1595847,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[red-myco-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]|[red-myco-001]"
221,false,-1,11.70,117,7145,4701,0,11,6,10,5,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-k-002|cell-l-001|red-myco-001,9014,16,1242219,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001;missingResources=C,D,F,I,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-f-002]|[cell-i-001]|[cell-k-002]|[cell-l-001]|[red-myco-001]"
222,false,-1,13.40,134,8060,4701,0,14,6,10,4,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-f-002|cell-i-001|cell-k-002|cell-l-001|red-myco-001,15331,16,1561410,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001;missingResources=C,D,F,L;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-f-002,cell-k-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-f-002,cell-k-002]|[cell-c-001]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-l-001]|[red-myco-001]"
223,false,-1,17.70,177,14700,9276,0,16,13,3,0,cell-a-001|cell-i-001|cell-l-001,74180,16,1810239,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
224,false,-1,13.90,139,10915,7330,0,14,8,8,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001|cell-l-001|red-myco-001|red-myco-002,49012,16,1574695,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001,cell-l-001,red-myco-001,red-myco-002;missingResources=C;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-c-001]|[red-myco-001]|[red-myco-002]"
